អត្តលេខមន្ត្រី,ល.រ,នាមត្រកូល(KH),នាមខ្លួន(KH),Last Name(EN),First Name(EN),ភេទ,ថ្ងៃ ខែ ឆ្នាំ កំណើត,ជនជាតិ,សញ្ជាតិ,ការិយាល័យ,តួនាទី,កម្រិតវប្បធម៌,ថ្ងៃ ខែ ឆ្នាំ ចូលបម្រើការងារ,Role,Username
264393407,103,មាស,មុនី,Meas,Mony,ប្រុស,18/08/2004,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,01/10/2022,officer,monymeas
373748579,104,សុខ,ពិសី,Sok,Pisey,ស្រី,06/02/1997,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រី,បរិញ្ញាប័ត្រ,04/02/2021,officer,piseysok
870127026,105,ខន,ដារា,Khon,Dara,ប្រុស,04/09/2004,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រី,បរិញ្ញាប័ត្រ,20/07/2024,officer,darakhon
529538128,106,ទូច,វិសាល,Touch,Visal,ប្រុស,15/12/1995,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រី,បរិញ្ញាប័ត្រ,24/05/2019,officer,visaltouch
297875786,107,ហេង,វាសនា,Heng,Veasna,ប្រុស,08/08/1986,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,17/12/2017,officer,veasnaheng
618442244,108,ប៉ែន,នីតា,Pen,Nita,ស្រី,19/08/2003,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រី,បរិញ្ញាប័ត្រ,09/10/2023,officer,nitapen
250633173,109,ពៅ,បញ្ញា,Pov,Panha,ប្រុស,15/09/1986,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,21/04/2022,officer,panhapov1
128236989,110,ហួត,នីតា,Huot,Nita,ស្រី,28/07/1993,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,02/08/2024,officer,nitahuot
729817827,111,ហួត,ពិសី,Huot,Pisey,ស្រី,26/06/2003,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រី,បរិញ្ញាប័ត្រ,13/09/2022,officer,piseyhuot1
964573595,112,ឈឹម,វាសនា,Chhim,Veasna,ប្រុស,26/02/1997,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,03/05/2016,officer,veasnachhim
959424368,113,សុខ,ម៉ាលី,Sok,Maly,ស្រី,09/01/1991,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រី,បរិញ្ញាប័ត្រ,19/11/2025,officer,malysok1
139024642,114,ស៊ីម,វាសនា,Sim,Veasna,ប្រុស,06/05/1987,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,15/10/2025,officer,veasnasim
845031138,115,លី,វាសនា,Ly,Veasna,ប្រុស,02/11/2002,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,31/10/2022,officer,veasnaly1
799937880,116,ពៅ,ស្រីពេជ្រ,Pov,Srey Pich,ស្រី,03/05/1986,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,11/02/2008,officer,sreypichpov
606143417,117,ពៅ,វិសាល,Pov,Visal,ប្រុស,21/10/1994,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រីកិច្ចសន្យា,បរិញ្ញាប័ត្រ,13/10/2013,officer,visalpov
680052996,118,គឹង,ស្រីនាង,Kung,Srey Neang,ស្រី,17/11/2002,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រីកិច្ចសន្យា,បរិញ្ញាប័ត្រ,25/02/2024,officer,sreyneangkung
521959144,119,ស៊ុន,បញ្ញា,Sun,Panha,ប្រុស,08/06/2002,ខ្មែរ,ខ្មែរ,ច្រកចេញចូលតែមួយ,មន្ត្រីកិច្ចសន្យា,បរិញ្ញាប័ត្រ,12/06/2023,officer,panhasun
195964420,120,ម៉ៅ,ស្រីនាង,Mao,Srey Neang,ស្រី,13/07/1972,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,ប្រធាន,បរិញ្ញាប័ត្រជាន់ខ្ពស់,07/12/2024,officer,sreyneangmao
912095142,121,ឈឹម,ពិសី,Chhim,Pisey,ស្រី,07/09/1977,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,អនុប្រធាន,បរិញ្ញាប័ត្រជាន់ខ្ពស់,24/08/2022,officer,piseychhim
179795456,122,ស៊ីម,ម៉ាលី,Sim,Maly,ស្រី,01/02/1986,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,អនុប្រធាន,បរិញ្ញាប័ត្រជាន់ខ្ពស់,22/10/2011,officer,malysim
288663225,123,ហួត,រតនា,Huot,Ratana,ប្រុស,05/12/2000,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,មន្ត្រី,បរិញ្ញាប័ត្រ,17/07/2022,officer,ratanahuot
775671921,124,គង់,ស្រីនាង,Kong,Srey Neang,ស្រី,23/02/1997,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,មន្ត្រី,បរិញ្ញាប័ត្រ,23/09/2020,officer,sreyneangkong
122562204,125,ហួត,រ័ត្ន,Huot,Rath,ស្រី,22/12/1987,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,27/03/2019,officer,rathhuot
718745407,126,លី,នីតា,Ly,Nita,ស្រី,20/05/1992,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,13/07/2025,officer,nitaly
867122694,127,ខន,វិសាល,Khon,Visal,ប្រុស,24/06/1985,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,មន្ត្រី,បរិញ្ញាប័ត្រ,08/05/2011,officer,visalkhon
613374521,128,ម៉ៅ,ស្រីនាង,Mao,Srey Neang,ស្រី,17/10/1990,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,24/08/2023,officer,sreyneangmao1
537777108,129,គង់,វិចិត្រ,Kong,Vichet,ប្រុស,10/09/2004,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,មន្ត្រី,បរិញ្ញាប័ត្រ,09/07/2023,officer,vichetkong
105378068,130,សេង,ស្រីពេជ្រ,Seng,Srey Pich,ស្រី,21/07/1989,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,29/07/2021,officer,sreypichseng
513611747,131,លី,ស្រីនាង,Ly,Srey Neang,ស្រី,26/08/1995,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,មន្ត្រី,បរិញ្ញាប័ត្រ,08/03/2015,officer,sreyneangly
604121762,132,ប៉ែន,ដាលីន,Pen,Dalin,ស្រី,15/05/1994,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,29/07/2021,officer,dalinpen
319662980,133,ស៊ុន,រ័ត្ន,Sun,Rath,ស្រី,18/10/1988,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,មន្ត្រី,បរិញ្ញាប័ត្រ,25/06/2007,officer,rathsun1
278109444,134,គឹង,វិសាល,Kung,Visal,ប្រុស,22/12/1992,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,មន្ត្រីកិច្ចសន្យា,មធ្យមសិក្សាទុតិយភូមិ,09/04/2018,officer,visalkung
523705338,135,ឯក,សុវណ្ណ,Ek,Sovann,ប្រុស,21/06/2004,ខ្មែរ,ខ្មែរ,សេដ្ឋកិច្ច និងអភិវឌ្ឍន៍មូលដ្ឋាន,មន្ត្រីកិច្ចសន្យា,បរិញ្ញាប័ត្រ,23/06/2025,officer,sovannek
383098304,136,ឡុង,រតនា,Long,Ratana,ប្រុស,13/09/1989,ខ្មែរ,ខ្មែរ,សង្គមកិច្ច និងសុខុមាលភាពសង្គម,ប្រធាន,បរិញ្ញាប័ត្រ,04/04/2023,officer,ratanalong
767000588,137,ម៉ៅ,ដាលីន,Mao,Dalin,ស្រី,02/05/1988,ខ្មែរ,ខ្មែរ,សង្គមកិច្ច និងសុខុមាលភាពសង្គម,អនុប្រធាន,បរិញ្ញាប័ត្រជាន់ខ្ពស់,25/10/2022,officer,dalinmao
783292575,138,ឈឹម,វិសាល,Chhim,Visal,ប្រុស,15/03/1990,ខ្មែរ,ខ្មែរ,សង្គមកិច្ច និងសុខុមាលភាពសង្គម,អនុប្រធាន,បរិញ្ញាប័ត្រ,13/08/2016,officer,visalchhim
703196780,139,ខៀវ,ស្រីពេជ្រ,Khiev,Srey Pich,ស្រី,17/10/1986,ខ្មែរ,ខ្មែរ,សង្គមកិច្ច និងសុខុមាលភាពសង្គម,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,12/05/2012,officer,sreypichkhiev
993008559,140,ម៉ៅ,ម៉ាលី,Mao,Maly,ស្រី,17/10/2006,ខ្មែរ,ខ្មែរ,សង្គមកិច្ច និងសុខុមាលភាពសង្គម,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,14/04/2025,officer,malymao
515978949,141,ហួត,ម៉ាលី,Huot,Maly,ស្រី,17/07/1985,ខ្មែរ,ខ្មែរ,សង្គមកិច្ច និងសុខុមាលភាពសង្គម,មន្ត្រី,បរិញ្ញាប័ត្រ,18/10/2022,officer,malyhuot
131286130,142,ឡុង,នីតា,Long,Nita,ស្រី,28/12/1996,ខ្មែរ,ខ្មែរ,សង្គមកិច្ច និងសុខុមាលភាពសង្គម,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,06/10/2024,officer,nitalong
974083646,143,ពៅ,សុវណ្ណ,Pov,Sovann,ប្រុស,13/10/2000,ខ្មែរ,ខ្មែរ,សង្គមកិច្ច និងសុខុមាលភាពសង្គម,មន្ត្រី,បរិញ្ញាប័ត្រ,31/01/2024,officer,sovannpov
208983255,144,ហួត,មុនី,Huot,Mony,ប្រុស,18/01/1996,ខ្មែរ,ខ្មែរ,សង្គមកិច្ច និងសុខុមាលភាពសង្គម,មន្ត្រី,បរិញ្ញាប័ត្រ,11/12/2015,officer,monyhuot2
653973116,145,ឯក,សុវណ្ណ,Ek,Sovann,ប្រុស,12/10/1999,ខ្មែរ,ខ្មែរ,សង្គមកិច្ច និងសុខុមាលភាពសង្គម,មន្ត្រី,បរិញ្ញាប័ត្រ,28/11/2024,officer,sovannek1
917936681,146,ម៉ៅ,មុនី,Mao,Mony,ប្រុស,04/01/1994,ខ្មែរ,ខ្មែរ,សង្គមកិច្ច និងសុខុមាលភាពសង្គម,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,30/06/2013,officer,monymao
978720608,147,សេង,ពិសី,Seng,Pisey,ស្រី,04/11/1988,ខ្មែរ,ខ្មែរ,សង្គមកិច្ច និងសុខុមាលភាពសង្គម,មន្ត្រីកិច្ចសន្យា,មធ្យមសិក្សាទុតិយភូមិ,20/05/2025,officer,piseyseng1
471978030,148,ទូច,វាសនា,Touch,Veasna,ប្រុស,04/03/1991,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,ប្រធាន,បរិញ្ញាប័ត្រ,11/02/2011,officer,veasnatouch
909158028,149,សេង,មករា,Seng,Makara,ប្រុស,26/09/1975,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,អនុប្រធាន,បរិញ្ញាប័ត្រ,01/01/2019,officer,makaraseng
165865460,150,សុខ,វិចិត្រ,Sok,Vichet,ប្រុស,15/02/1985,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,អនុប្រធាន,បរិញ្ញាប័ត្រ,16/06/2025,officer,vichetsok1
787511272,151,ណុប,ដាលីន,Nop,Dalin,ស្រី,06/07/1986,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,មន្ត្រី,បរិញ្ញាប័ត្រ,11/02/2014,officer,dalinnop1
111775531,152,គឹង,វិសាល,Kung,Visal,ប្រុស,12/02/1998,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,មន្ត្រី,បរិញ្ញាប័ត្រ,03/01/2018,officer,visalkung1
846102653,153,ខៀវ,រតនា,Khiev,Ratana,ប្រុស,26/07/1993,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,10/11/2013,officer,ratanakhiev
924968951,154,ប៉ែន,សុខា,Pen,Sokha,ប្រុស,03/11/1998,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,មន្ត្រី,បរិញ្ញាប័ត្រ,27/04/2023,officer,sokhapen
662374188,155,គឹម,រ័ត្ន,Kim,Rath,ស្រី,27/12/1992,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,20/07/2024,officer,rathkim1
666227226,156,គឹម,វាសនា,Kim,Veasna,ប្រុស,20/09/1986,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,14/05/2010,officer,veasnakim
574347563,157,គឹម,សុភា,Kim,Sophea,ស្រី,25/12/1991,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,24/03/2023,officer,sopheakim
364992693,158,ស៊ុន,សុខា,Sun,Sokha,ប្រុស,04/05/1993,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,08/12/2024,officer,sokhasun
809751539,159,ខៀវ,សុវណ្ណ,Khiev,Sovann,ប្រុស,21/12/1995,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,21/09/2016,officer,sovannkhiev
825451231,160,ទេព,ម៉ាលី,Tep,Maly,ស្រី,20/08/2004,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,28/09/2024,officer,malytep1
711387194,161,ស៊ុន,សុខា,Sun,Sokha,ប្រុស,19/08/2006,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,01/02/2025,officer,sokhasun1
369604847,162,សុខ,រ័ត្ន,Sok,Rath,ស្រី,12/12/1997,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,មន្ត្រីកិច្ចសន្យា,មធ្យមសិក្សាទុតិយភូមិ,30/10/2024,officer,rathsok
861307985,163,ណុប,ស្រីពេជ្រ,Nop,Srey Pich,ស្រី,20/01/1999,ខ្មែរ,ខ្មែរ,សាធារណៈការ ដឹកជញ្ជូន អនាម័យ បរិស្ថាន និងសណ្ដាប់ធ្នាប់សាធារណៈ,មន្ត្រីកិច្ចសន្យា,មធ្យមសិក្សាទុតិយភូមិ,24/04/2017,officer,sreypichnop
861974694,164,លី,ស្រីពេជ្រ,Ly,Srey Pich,ស្រី,13/05/1985,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,ប្រធាន,បរិញ្ញាប័ត្រ,26/10/2016,officer,sreypichly
153393959,165,ពៅ,ស្រីពេជ្រ,Pov,Srey Pich,ស្រី,08/02/1973,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,អនុប្រធាន,បរិញ្ញាប័ត្រជាន់ខ្ពស់,02/12/2007,officer,sreypichpov1
346296909,166,លី,ដាលីន,Ly,Dalin,ស្រី,04/03/1981,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,អនុប្រធាន,បរិញ្ញាប័ត្រជាន់ខ្ពស់,07/10/2018,officer,dalinly1
139506878,167,លី,វិចិត្រ,Ly,Vichet,ប្រុស,24/12/2003,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,បរិញ្ញាប័ត្រ,26/02/2024,officer,vichetly
826295990,168,ស៊ុន,បញ្ញា,Sun,Panha,ប្រុស,12/07/1994,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,បរិញ្ញាប័ត្រ,05/01/2025,officer,panhasun1
277155765,169,ចាន់,នីតា,Chan,Nita,ស្រី,09/03/1994,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,18/03/2024,officer,nitachan
573617756,170,ជា,ស្រីពេជ្រ,Chea,Srey Pich,ស្រី,27/07/2003,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,31/03/2024,officer,sreypichchea
894961833,171,វ៉ាន់,ដារា,Van,Dara,ប្រុស,07/07/1989,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,បរិញ្ញាប័ត្រ,24/07/2013,officer,daravan
210655916,172,ពៅ,ពិសី,Pov,Pisey,ស្រី,10/12/1990,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,21/08/2009,officer,piseypov
494112842,173,ឯក,បញ្ញា,Ek,Panha,ប្រុស,03/07/1996,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,បរិញ្ញាប័ត្រ,23/09/2014,officer,panhaek
219423817,174,ឡុង,វិសាល,Long,Visal,ប្រុស,18/05/1987,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,បរិញ្ញាប័ត្រ,27/12/2017,officer,visallong
693021829,175,សេង,សុវណ្ណ,Seng,Sovann,ប្រុស,05/03/1989,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,12/07/2011,officer,sovannseng
305150130,176,ឯក,ស្រីនាង,Ek,Srey Neang,ស្រី,16/11/2003,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,29/11/2023,officer,sreyneangek
769167389,177,ណុប,មករា,Nop,Makara,ប្រុស,20/11/1987,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,02/12/2008,officer,makaranop
781978593,178,ឡុង,ស្រីពេជ្រ,Long,Srey Pich,ស្រី,09/12/1992,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,24/07/2021,officer,sreypichlong
210972062,179,គង់,វិសាល,Kong,Visal,ប្រុស,26/07/1999,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,27/07/2025,officer,visalkong
439526720,180,លី,វិសាល,Ly,Visal,ប្រុស,03/07/2006,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,មធ្យមសិក្សាទុតិយភូមិ,05/11/2025,officer,visally1
196719122,181,គង់,សុភា,Kong,Sophea,ស្រី,25/05/1987,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រី,បរិញ្ញាប័ត្រ,25/02/2015,officer,sopheakong
772271267,182,ឡុង,សុវណ្ណ,Long,Sovann,ប្រុស,07/06/1985,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រីកិច្ចសន្យា,បរិញ្ញាប័ត្រ,03/09/2004,officer,sovannlong
680477595,183,ស៊ីម,ស្រីនាង,Sim,Srey Neang,ស្រី,22/07/2001,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រីកិច្ចសន្យា,មធ្យមសិក្សាទុតិយភូមិ,21/04/2023,officer,sreyneangsim
166885255,184,ណុប,ដារា,Nop,Dara,ប្រុស,23/08/2006,ខ្មែរ,ខ្មែរ,អប់រំ យុវជន និងកីឡា,មន្ត្រីកិច្ចសន្យា,មធ្យមសិក្សាទុតិយភូមិ,30/03/2025,officer,daranop
